PersonId,LastName,UsedFirstName,PersonRoleId,StartDate,EndDate,PartyEn,OrganizationTypeEn,OrganizationLongEn
16450,Laniel,Gérald,58331,1972-10-30,1979-05-21,Liberal Party of Canada,Constituency,Beauharnois--Salaberry
16450,Laniel,Gérald,74986,1979-05-22,1984-09-03,Liberal Party of Canada,Constituency,Beauharnois--Salaberry
5265,Lanthier,Claude,34964,1984-09-04,1988-11-20,Progressive Conservative Party,Constituency,Lasalle
729,Lantier,Jacques Philippe,22031,1872-10-12,1882-09-15,Conservative (1867-1942),Constituency,Soulanges
14285,Lapalme,Georges-Émile,28970,1945-06-11,1950-06-23,Liberal Party of Canada,Constituency,Joliette--l'Assomption--Montcalm
6574,Lapierre,Edmond Antoine,106758,1921-12-06,1930-07-27,Liberal Party of Canada,Constituency,Nipissing
2419,Lapierre,Jean-C.,8421,1979-05-22,1992-08-23,Bloc Québécois,Constituency,Shefford
2419,Lapierre,Jean-C.,8421,1979-05-22,1992-08-23,Independent,Constituency,Shefford
2419,Lapierre,Jean-C.,8421,1979-05-22,1992-08-23,Liberal Party of Canada,Constituency,Shefford
2419,Lapierre,Jean-C.,49513,2004-06-28,2007-01-28,Liberal Party of Canada,Constituency,Outremont
11753,Lapierre,Réal,22574,2004-06-28,2006-01-22,Bloc Québécois,Constituency,Lévis--Bellechasse
16798,Lapointe,Arthur-Joseph,74937,1935-10-14,1945-06-10,Liberal Party of Canada,Constituency,Matapédia--Matane
1125,Lapointe,Charles,53012,1974-07-08,1984-09-03,Liberal Party of Canada,Constituency,Charlevoix
16539,Lapointe,Ernest,102656,1904-02-12,1919-10-14,Liberal Party of Canada,Constituency,Kamouraska
16539,Lapointe,Ernest,102656,1904-02-12,1919-10-14,Opposition,Constituency,Kamouraska
16539,Lapointe,Ernest,43169,1919-10-27,1922-01-02,Liberal Party of Canada,Constituency,Quebec East
16539,Lapointe,Ernest,43169,1919-10-27,1922-01-02,Opposition,Constituency,Quebec East
16539,Lapointe,Ernest,89801,1922-01-19,1926-10-04,Liberal Party of Canada,Constituency,Quebec East
16539,Lapointe,Ernest,84394,1926-11-02,1941-11-26,Liberal Party of Canada,Constituency,Quebec East
17952,Lapointe,François,163332,2011-05-02,2015-10-18,New Democratic Party,Constituency,Montmagny--L’Islet--Kamouraska--Rivière-du-Loup
13544,Lapointe,Hugues,87306,1940-03-26,1957-06-09,Liberal Party of Canada,Constituency,Lotbinière
18590,Lapointe,Linda,265995,2015-10-19,,Liberal Party of Canada,Constituency,Rivière-des-Mille-Îles
14395,Lapointe,Louis Audet,48233,1911-09-21,1920-02-07,Liberal Party of Canada,Constituency,St. James
14395,Lapointe,Louis Audet,48233,1911-09-21,1920-02-07,Opposition,Constituency,St. James
14985,Lapointe,Normand,119744,1980-02-18,1984-09-03,Liberal Party of Canada,Constituency,Beauce
4875,Laporte,Rodney Edward,19172,1988-11-21,1993-10-24,New Democratic Party,Constituency,Moose Jaw--Lake Centre
6355,Laprise,Gérard,118723,1962-06-18,1968-06-24,Social Credit Party of Canada,Constituency,Chapleau
6355,Laprise,Gérard,118723,1962-06-18,1968-06-24,Ralliement des créditistes,Constituency,Chapleau
6355,Laprise,Gérard,121945,1968-06-25,1979-05-21,Social Credit Party of Canada,Constituency,Abitibi
6355,Laprise,Gérard,121945,1968-06-25,1979-05-21,Ralliement des créditistes,Constituency,Abitibi
10220,Lapum,James N.,102865,1867-09-20,1872-10-11,Conservative (1867-1942),Constituency,Addington
17933,Larose,Jean-François,162775,2011-05-02,2015-10-18,New Democratic Party,Constituency,Repentigny
17933,Larose,Jean-François,162775,2011-05-02,2015-10-18,Strength in Democracy,Constituency,Repentigny
10231,Larrivée,Gaby,9010,1988-11-21,1993-10-24,Progressive Conservative Party,Constituency,Joliette
15228,Larson,Frederick Hugo,22636,1949-06-27,1953-08-09,Liberal Party of Canada,Constituency,Kindersley
2285,Lastewka,Walt,120835,1993-10-25,2006-01-22,Liberal Party of Canada,Constituency,St. Catharines
17923,Latendresse,Alexandrine,162745,2011-05-02,2015-10-18,New Democratic Party,Constituency,Louis-Saint-Laurent
103,Latour,Joseph-Octave,91483,1958-03-31,1962-06-17,Progressive Conservative Party,Constituency,Argenteuil--Deux-Montagnes
7991,Latulippe,Henry P.,77017,1962-06-18,1968-06-24,Ralliement des créditistes,Constituency,Compton--Frontenac
7991,Latulippe,Henry P.,77017,1962-06-18,1968-06-24,Social Credit Party of Canada,Constituency,Compton--Frontenac
7991,Latulippe,Henry P.,54685,1968-06-25,1974-07-07,Ralliement des créditistes,Constituency,Compton
7991,Latulippe,Henry P.,54685,1968-06-25,1974-07-07,Social Credit Party of Canada,Constituency,Compton
9110,Laurence,Frederick Andrew,78945,1904-11-03,1907-11-03,Liberal Party of Canada,Constituency,Colchester
10709,Laurendeau,Aldéric,119800,1945-06-11,1949-06-26,Liberal Party of Canada,Constituency,Berthier--Maskinongé
3387,Laurie,John Wimburne,77635,1887-12-15,1888-09-15,Conservative (1867-1942),Constituency,Shelburne
3387,Laurie,John Wimburne,3909,1888-10-22,1891-03-04,Conservative (1867-1942),Constituency,Shelburne
3863,Laurier,Romuald-Charlemagne,49094,1900-11-07,1906-12-28,Liberal Party of Canada,Constituency,L'Assomption
13611,Laurier,Ruben Charles,103541,1907-03-07,1908-10-25,Liberal Party of Canada,Constituency,L'Assomption
5780,Laurier,Wilfrid,109202,1874-01-22,1877-10-07,Liberal Party of Canada,Constituency,Drummond--Arthabaska
5780,Laurier,Wilfrid,9280,1877-11-28,1919-02-17,Liberal Party of Canada,Constituency,Quebec East
5780,Laurier,Wilfrid,9280,1877-11-28,1919-02-17,Opposition,Constituency,Quebec East
5780,Laurier,Wilfrid,87247,1896-06-23,1896-07-10,Liberal Party of Canada,Constituency,Saskatchewan (Provisional District)
5780,Laurier,Wilfrid,3535,1904-11-03,1905-01-20,Liberal Party of Canada,Constituency,Wright
5780,Laurier,Wilfrid,20090,1908-10-26,1909-12-17,Liberal Party of Canada,Constituency,Ottawa (City of)
5780,Laurier,Wilfrid,6621,1911-09-21,1917-12-16,Liberal Party of Canada,Constituency,Soulanges
15217,Laurin,Joseph-Georges-Philippe,15511,1930-07-28,1935-10-13,Conservative (1867-1942),Constituency,Jacques Cartier
9677,Laurin,René,114219,1993-10-25,2000-11-26,Bloc Québécois,Constituency,Joliette
12760,Lauzon,Guy,84059,2004-06-28,,Conservative Party of Canada,Constituency,Stormont--Dundas--South Glengarry
18555,Lauzon,Stéphane,265880,2015-10-19,,Liberal Party of Canada,Constituency,Argenteuil--La Petite-Nation
13978,Lavallée,Carole,17355,2004-06-28,2011-05-01,Bloc Québécois,Constituency,Saint-Bruno--Saint-Hubert
15127,Lavallée,Joseph Octave,67426,1911-09-21,1916-05-12,Conservative (1867-1942),Constituency,Bellechasse
1619,Lavell,John Reeve,15830,1900-11-07,1904-11-02,Conservative (1867-1942),Constituency,Leeds North and Grenville North
5526,Laverdière,Herman E.,113684,1963-04-08,1968-06-24,Liberal Party of Canada,Constituency,Bellechasse
17918,Laverdière,Hélène,162730,2011-05-02,,New Democratic Party,Constituency,Laurier--Sainte-Marie
12290,Lavergne,Joseph,30185,1887-02-22,1897-08-03,Liberal Party of Canada,Constituency,Drummond--Arthabaska
1861,Lavergne,Louis,115294,1897-11-13,1910-10-12,Liberal Party of Canada,Constituency,Drummond--Arthabaska
1144,Lavigne,Albert Peter,36580,1954-11-08,1958-03-30,Liberal Party of Canada,Constituency,Stormont
16954,Lavigne,Laurent,40918,1993-10-25,1997-06-01,Bloc Québécois,Constituency,Beauharnois--Salaberry
14255,Lavigne,Raymond,79920,1993-10-25,1997-06-01,Liberal Party of Canada,Constituency,Verdun--Saint-Paul
14255,Lavigne,Raymond,78522,1997-06-02,2000-06-28,Liberal Party of Canada,Constituency,Verdun--Saint-Henri
14255,Lavigne,Raymond,7555,2000-06-29,2002-03-25,Liberal Party of Canada,Constituency,Verdun--Saint-Henri--Saint-Paul--Pointe Saint-Charles
5154,Lavigueur,Henri-Edgar,115097,1917-12-17,1925-10-28,Liberal Party of Canada,Constituency,Quebec County
5154,Lavigueur,Henri-Edgar,115097,1917-12-17,1925-10-28,Opposition,Constituency,Quebec County
5154,Lavigueur,Henri-Edgar,30785,1925-10-29,1930-07-27,Liberal Party of Canada,Constituency,Québec--Montmorency
16306,Lavoie,Jacques,119999,1975-10-14,1979-05-21,Progressive Conservative Party,Constituency,Hochelaga
16306,Lavoie,Jacques,119999,1975-10-14,1979-05-21,Liberal Party of Canada,Constituency,Hochelaga
6374,Law,Bowman Brown,14579,1902-12-03,1916-02-03,Liberal Party of Canada,Constituency,Yarmouth
16739,Lawrence,Allan Frederick,56768,1972-10-30,1979-05-21,Progressive Conservative Party,Constituency,Northumberland--Durham
16739,Lawrence,Allan Frederick,39556,1979-05-22,1988-11-20,Progressive Conservative Party,Constituency,Durham--Northumberland
14939,Lawson,James Earl,48041,1928-10-29,1935-10-13,Conservative (1867-1942),Constituency,York West
14939,Lawson,James Earl,50298,1935-10-14,1940-03-25,Conservative (1867-1942),Constituency,York South
7540,Lawson,Peter,64268,1867-09-20,1872-10-11,Liberal Party of Canada,Constituency,Norfolk South
3730,Layton,Jack,26570,2004-06-28,2011-08-22,New Democratic Party,Constituency,Toronto--Danforth
15120,Layton,Robert E.J.,100697,1984-09-04,1988-11-20,Progressive Conservative Party,Constituency,Lachine
15120,Layton,Robert E.J.,41162,1988-11-21,1993-10-24,Progressive Conservative Party,Constituency,Lachine--Lac-Saint-Louis
5679,Le Vesconte,Isaac,108931,1869-04-20,1874-01-21,Conservative (1867-1942),Constituency,Richmond
14335,LeBlanc,Dominic,110155,2000-11-27,2004-06-27,Liberal Party of Canada,Constituency,Beauséjour--Petitcodiac
14335,LeBlanc,Dominic,69291,2004-06-28,,Liberal Party of Canada,Constituency,Beauséjour
12831,LeBlanc,Francis G.,11527,1988-11-21,1997-06-01,Liberal Party of Canada,Constituency,Cape Breton Highlands--Canso
17916,LeBlanc,Hélène,162724,2011-05-02,2015-10-18,New Democratic Party,Constituency,LaSalle--Émard
1409,LeBlanc,Louis Guy,14273,1965-11-08,1972-10-29,Liberal Party of Canada,Constituency,Rimouski
15856,LeBlanc,Olivier J.,119801,1900-11-07,1911-09-20,Liberal Party of Canada,Constituency,Kent
2559,LeBlanc,Roméo,42457,1972-10-30,1984-06-28,Liberal Party of Canada,Constituency,Westmorland--Kent
16205,LeSueur,Richard Vryling,24745,1921-12-06,1925-10-28,Conservative (1867-1942),Constituency,Lambton West
16512,Leader,Harry,3665,1921-12-06,1925-10-28,Progressive,Constituency,Portage la Prairie
16512,Leader,Harry,52908,1935-10-14,1946-05-09,Liberal Party of Canada,Constituency,Portage la Prairie
17140,Lebel,Denis,122912,2007-09-17,2015-10-18,Conservative Party of Canada,Constituency,Roberval--Lac-Saint-Jean
17140,Lebel,Denis,266086,2015-10-19,2017-08-09,Conservative Party of Canada,Constituency,Lac-Saint-Jean
3723,Lebel,Ghislain,67503,1993-10-25,2004-06-27,Bloc Québécois,Constituency,Chambly
3723,Lebel,Ghislain,67503,1993-10-25,2004-06-27,Independent,Constituency,Chambly
6184,Leblanc,Fernand-E.,65450,1964-02-10,1979-03-26,Liberal Party of Canada,Constituency,Laurier
7796,Leblanc,Nic,48698,1984-09-04,1997-06-01,Independent Sovereignist,Constituency,Longueuil
7796,Leblanc,Nic,48698,1984-09-04,1997-06-01,Bloc Québécois,Constituency,Longueuil
7796,Leblanc,Nic,48698,1984-09-04,1997-06-01,Independent,Constituency,Longueuil
7796,Leblanc,Nic,48698,1984-09-04,1997-06-01,Progressive Conservative Party,Constituency,Longueuil
13824,Leboe,Bert Raymond,11643,1953-08-10,1958-03-30,Social Credit Party of Canada,Constituency,Cariboo
13824,Leboe,Bert Raymond,85773,1962-06-18,1968-06-24,Social Credit Party of Canada,Constituency,Cariboo
18563,Lebouthillier,Diane,265910,2015-10-19,,Liberal Party of Canada,Constituency,Gaspésie--Les Îles-de-la-Madeleine
2234,Leclair,Pierre,70741,1893-01-10,1896-06-22,Conservative (1867-1942),Constituency,Terrebonne
16062,Leclerc,Joseph-Hermas,118078,1935-10-14,1945-06-10,Liberal Party of Canada,Constituency,Shefford
3602,Leduc,Edgar,120688,1949-10-04,1953-08-09,Independent,Constituency,Jacques Cartier
3602,Leduc,Edgar,46590,1953-08-10,1957-06-09,Liberal Party of Canada,Constituency,Jacques-Cartier--Lasalle
8109,Leduc,Jean-Louis,45223,1979-05-22,1984-09-03,Liberal Party of Canada,Constituency,Richelieu
14648,Leduc,Joseph Alfred,5074,1917-12-17,1921-12-05,Opposition,Constituency,Westmount--St. Henri
9914,Leduc,Joseph Gérard Yves,80368,1954-03-22,1958-03-30,Liberal Party of Canada,Constituency,Verdun
8993,Leduc,Joseph Hector,11579,1891-03-05,1896-06-22,Liberal Party of Canada,Constituency,Nicolet
8993,Leduc,Joseph Hector,60220,1897-12-21,1900-11-06,Liberal Party of Canada,Constituency,Nicolet
11334,Leduc,Rodolphe,60917,1936-08-03,1945-06-10,Liberal Party of Canada,Constituency,Wright
11334,Leduc,Rodolphe,37102,1954-03-22,1965-11-07,Liberal Party of Canada,Constituency,Gatineau
8864,Lee,Arthur John (Art),113988,1974-07-08,1979-05-21,Liberal Party of Canada,Constituency,Vancouver East
2661,Lee,Derek Vincent,59723,1988-11-21,2011-05-01,Liberal Party of Canada,Constituency,Scarborough--Rouge River
17949,Leef,Ryan,162823,2011-05-02,2015-10-18,Conservative Party of Canada,Constituency,Yukon
18540,Lefebvre,Paul,265835,2015-10-19,,Liberal Party of Canada,Constituency,Sudbury
14646,Lefebvre,Réjean,7877,1993-10-25,2000-11-26,Independent,Constituency,Champlain
14646,Lefebvre,Réjean,7877,1993-10-25,2000-11-26,Bloc Québécois,Constituency,Champlain
1221,Lefebvre,Thomas,40608,1965-11-08,1968-06-24,Liberal Party of Canada,Constituency,Pontiac--Témiscamingue
1221,Lefebvre,Thomas,112224,1968-06-25,1979-05-21,Liberal Party of Canada,Constituency,Pontiac
1221,Lefebvre,Thomas,51722,1979-05-22,1984-07-08,Liberal Party of Canada,Constituency,Pontiac--Gatineau--Labelle
14821,Lefrançois,J.-Eugène,34211,1949-10-24,1957-04-24,Liberal Party of Canada,Constituency,Laurier
14866,Lefurgey,Alfred Alexander,95812,1900-11-07,1904-11-02,Conservative (1867-1942),Constituency,East Prince
14866,Lefurgey,Alfred Alexander,29044,1904-11-03,1908-10-25,Conservative (1867-1942),Constituency,Prince
5958,Legault,Carl,39184,1964-06-22,1972-10-29,Liberal Party of Canada,Constituency,Nipissing
15344,Legere,Felton Fenwick,85601,1958-03-31,1963-04-07,Progressive Conservative Party,Constituency,Shelburne--Yarmouth--Clare
7090,Leggatt,Stuart Malcolm,62703,1972-10-30,1979-05-21,New Democratic Party,Constituency,New Westminster
8961,Legris,Joseph Hormisdas,64024,1891-03-05,1903-01-31,Liberal Party of Canada,Constituency,Maskinongé
17888,Leitch,K. Kellie,162637,2011-05-02,,Conservative Party of Canada,Constituency,Simcoe--Grey
652,Lemay,Marc,56743,2004-06-28,2011-05-01,Bloc Québécois,Constituency,Abitibi--Témiscamingue
18560,Lemieux,Denis,265901,2015-10-19,2017-12-01,Liberal Party of Canada,Constituency,Chicoutimi--Le Fjord
14860,Lemieux,Pierre,83585,2006-01-23,2015-10-18,Conservative Party of Canada,Constituency,Glengarry--Prescott--Russell
4797,Lemieux,Rodolphe,50692,1896-06-23,1904-01-28,Liberal Party of Canada,Constituency,Gaspé
4797,Lemieux,Rodolphe,113330,1904-02-20,1911-09-20,Liberal Party of Canada,Constituency,Gaspé
4797,Lemieux,Rodolphe,104302,1904-11-03,1906-12-03,Liberal Party of Canada,Constituency,Nicolet
4797,Lemieux,Rodolphe,62554,1911-09-21,1917-12-16,Liberal Party of Canada,Constituency,Rouville
4797,Lemieux,Rodolphe,31723,1917-12-17,1921-12-05,Opposition,Constituency,Maisonneuve
4797,Lemieux,Rodolphe,76928,1917-12-17,1930-06-02,Liberal Party of Canada,Constituency,Gaspé
4797,Lemieux,Rodolphe,76928,1917-12-17,1930-06-02,Opposition,Constituency,Gaspé
2812,Lennard,Frank Exton,63607,1935-10-14,1940-03-25,Conservative (1867-1942),Constituency,Wentworth
2812,Lennard,Frank Exton,87701,1945-06-11,1962-06-17,Progressive Conservative Party,Constituency,Wentworth
7566,Lennox,Haughton,67034,1900-11-07,1912-04-16,Conservative (1867-1942),Constituency,Simcoe South
1239,Lennox,Thomas Herbert,23007,1925-10-29,1934-05-03,Conservative (1867-1942),Constituency,York North
7987,Leroux,Gaston,44701,1993-10-25,1997-06-01,Bloc Québécois,Constituency,Richmond--Wolfe
8974,Leroux,Jean H.,102136,1993-10-25,1997-06-01,Bloc Québécois,Constituency,Shefford
261,Lesage,Charles Alexander,55573,1882-06-20,1887-02-21,Conservative (1867-1942),Constituency,Dorchester
16301,Lesage,Jean,54828,1945-06-11,1958-06-13,Liberal Party of Canada,Constituency,Montmagny--l'Islet
7898,Lesage,Joseph Edmond,25718,1917-12-17,1921-12-05,Opposition,Constituency,Hochelaga
10786,Lesick,William,61856,1984-09-04,1988-11-20,Progressive Conservative Party,Constituency,Edmonton East
18525,Leslie,Andrew,265790,2015-10-19,,Liberal Party of Canada,Constituency,Orléans
17269,Leslie,Megan,132073,2008-10-14,2015-10-18,New Democratic Party,Constituency,Halifax
7936,Lessard,H.-Pit,54198,1958-03-31,1968-06-24,Liberal Party of Canada,Constituency,Saint-Henri
7936,Lessard,H.-Pit,53979,1968-06-25,1972-10-29,Liberal Party of Canada,Constituency,Lasalle
7920,Lessard,Marcel,87278,1962-06-18,1965-11-07,Social Credit Party of Canada,Constituency,Lac-Saint-Jean
7920,Lessard,Marcel,67156,1968-06-25,1980-02-17,Liberal Party of Canada,Constituency,Lac-Saint-Jean
2372,Lessard,Yves,61970,2004-06-28,2011-05-01,Bloc Québécois,Constituency,Chambly--Borduas
12461,Letellier de Saint-Just,Joseph-Étienne,4057,1925-10-29,1930-07-27,Liberal Party of Canada,Constituency,Compton
17889,Leung,Chungsen,162640,2011-05-02,2015-10-18,Conservative Party of Canada,Constituency,Willowdale
1231,Leung,M. Sophia,107470,1997-06-02,2004-06-27,Liberal Party of Canada,Constituency,Vancouver Kingsway
18550,Levitt,Michael,265865,2015-10-19,,Liberal Party of Canada,Constituency,York Centre
7289,Lewis,Arthur John,111924,1921-12-06,1925-10-28,Progressive,Constituency,Swift Current
9834,Lewis,David,31663,1962-06-18,1963-04-07,New Democratic Party,Constituency,York South
9834,Lewis,David,99603,1965-11-08,1974-07-07,New Democratic Party,Constituency,York South
15586,Lewis,Douglas Grinslade,28176,1979-05-22,1993-10-24,Progressive Conservative Party,Constituency,Simcoe North
9056,Lewis,Edward Norman,21962,1904-11-03,1917-12-16,Conservative (1867-1942),Constituency,Huron West
15107,Lewis,John Bower,112102,1872-10-12,1874-01-24,Conservative (1867-1942),Constituency,Ottawa (City of)
8104,Lewis,William James,114346,1896-06-23,1904-11-02,Independent,Constituency,Albert
8104,Lewis,William James,114346,1896-06-23,1904-11-02,Liberal Party of Canada,Constituency,Albert
6705,Lewry,Louis Harrington,115415,1957-06-10,1958-03-30,Co-operative Commonwealth Federation,Constituency,Moose Jaw--Lake Centre
10770,Lewycky,Laverne,83021,1980-02-18,1984-09-03,New Democratic Party,Constituency,Dauphin
18417,Liepert,Ron,265442,2015-10-19,,Conservative Party of Canada,Constituency,Calgary Signal Hill
18574,Lightbound,Joël,265945,2015-10-19,,Liberal Party of Canada,Constituency,Louis-Hébert
1774,Lill,Wendy,55404,1997-06-02,2004-06-27,New Democratic Party,Constituency,Dartmouth
10041,Limoges,Richard G.J.,56932,1999-04-12,2000-11-26,Liberal Party of Canada,Constituency,Windsor--St. Clair
7636,Lincoln,Clifford,30899,1993-10-25,1997-06-01,Liberal Party of Canada,Constituency,Lachine--Lac-Saint-Louis
7636,Lincoln,Clifford,58182,1997-06-02,2004-06-27,Liberal Party of Canada,Constituency,Lac-Saint-Louis
6651,Lind,James (Jim) Gordon,50402,1965-11-08,1968-06-24,Liberal Party of Canada,Constituency,Middlesex East
6651,Lind,James (Jim) Gordon,43953,1968-06-25,1972-10-29,Liberal Party of Canada,Constituency,Middlesex
6702,Lippé,Urbain,78637,1891-03-05,1896-06-22,Conservative (1867-1942),Constituency,Joliette
13498,Lister,James Frederick,47150,1882-06-20,1898-06-20,Liberal Party of Canada,Constituency,Lambton West
13644,Little,Walter,109052,1935-10-14,1953-08-09,Liberal Party of Canada,Constituency,Timiskaming
621,Little,William Carruthers,12183,1867-09-20,1881-12-31,Liberal-Conservative,Constituency,Simcoe South
6687,Littlechild,Wilton (Willie),61194,1988-11-21,1993-10-24,Progressive Conservative Party,Constituency,Wetaskiwin
17935,Liu,Laurin,162781,2011-05-02,2015-10-18,New Democratic Party,Constituency,Rivière-des-Mille-Îles
17089,Livingston,James,9469,1882-06-20,1900-11-06,Liberal Party of Canada,Constituency,Waterloo South
17876,Lizon,Wladyslaw,162600,2011-05-02,2015-10-18,Conservative Party of Canada,Constituency,Mississauga East--Cooksville
6491,Lizotte,Louis Philippe,5221,1940-03-26,1944-07-24,Liberal Party of Canada,Constituency,Kamouraska
18807,Lloyd,Dane,284976,2017-10-23,,Conservative Party of Canada,Constituency,Sturgeon River--Parkland
4079,Lloyd,John Edward,76025,1963-04-08,1965-11-07,Liberal Party of Canada,Constituency,Halifax
17278,Lobb,Ben,132101,2008-10-14,,Conservative Party of Canada,Constituency,Huron--Bruce
18460,Lockhart,Alaina,265579,2015-10-19,,Liberal Party of Canada,Constituency,Fundy Royal
15676,Lockhart,Norman James Macdonald,31539,1935-10-14,1949-06-26,Progressive Conservative Party,Constituency,Lincoln
15676,Lockhart,Norman James Macdonald,31539,1935-10-14,1949-06-26,Conservative (1867-1942),Constituency,Lincoln
8806,Lockyer,Edward Russell,114775,1958-03-31,1958-10-05,Progressive Conservative Party,Constituency,Trinity
15064,Logan,Hance James,120789,1896-06-23,1908-10-25,Liberal Party of Canada,Constituency,Cumberland
15064,Logan,Hance James,68135,1921-12-06,1925-10-28,Liberal Party of Canada,Constituency,Cumberland
13505,Loggie,William Stewart,90306,1904-11-03,1921-12-05,Unionist,Constituency,Northumberland
13505,Loggie,William Stewart,90306,1904-11-03,1921-12-05,Liberal Party of Canada,Constituency,Northumberland
15483,Loiselle,Bernard Pierre,65652,1974-07-08,1979-05-21,Liberal Party of Canada,Constituency,Chambly
15483,Loiselle,Bernard Pierre,88190,1979-05-22,1984-09-03,Liberal Party of Canada,Constituency,Verchères
5563,Loiselle,Gilles,57989,1988-11-21,1990-12-18,Progressive Conservative Party,Constituency,Langelier
5563,Loiselle,Gilles,110937,1990-12-19,1993-10-24,Progressive Conservative Party,Constituency,Québec
6754,Loiselle,Gérard,46588,1957-06-10,1968-06-24,Independent Liberal,Constituency,St. Ann
6754,Loiselle,Gérard,46588,1957-06-10,1968-06-24,Liberal Party of Canada,Constituency,St. Ann
6754,Loiselle,Gérard,59663,1968-06-25,1979-05-21,Liberal Party of Canada,Constituency,Saint-Henri
9071,Loney,Edison John Clayton,41094,1963-04-08,1968-06-24,Progressive Conservative Party,Constituency,Bruce
9071,Loney,Edison John Clayton,28868,1993-10-25,1997-06-01,Liberal Party of Canada,Constituency,Edmonton North
16745,Long,Charles Edwin,101576,1917-12-17,1921-12-05,Unionist (Liberal),Constituency,North Battleford
18465,Long,Wayne,265594,2015-10-19,,Liberal Party of Canada,Constituency,Saint John--Rothesay
13827,Longfield,Judi,110206,1997-06-02,2004-06-27,Liberal Party of Canada,Constituency,Whitby--Ajax
13827,Longfield,Judi,29606,2004-06-28,2006-01-22,Liberal Party of Canada,Constituency,Whitby--Oshawa
18498,Longfield,Lloyd,265703,2015-10-19,,Liberal Party of Canada,Constituency,Guelph
11457,Longley,Avard,104288,1878-09-17,1882-06-19,Conservative (1867-1942),Constituency,Annapolis
3734,Lonsdale,Bruce,17112,1980-02-18,1982-01-22,Liberal Party of Canada,Constituency,Timiskaming
7207,Lopez,Ricardo,106237,1984-09-04,1993-10-24,Progressive Conservative Party,Constituency,Châteauguay
2921,Lortie,Joseph Arthur,8925,1908-10-26,1911-09-20,Conservative (1867-1942),Constituency,Soulanges
13547,Loubier,Yvan,103510,1993-10-25,2007-02-21,Bloc Québécois,Constituency,Saint-Hyacinthe--Bagot
473,Loucks,William John,52735,1930-07-28,1935-10-13,Conservative (1867-1942),Constituency,Rosetown
3032,Lount,William,65689,1896-06-23,1897-11-05,Liberal Party of Canada,Constituency,Toronto Centre
2360,Lovell,Charles Henry,94821,1908-01-22,1916-10-17,Liberal Party of Canada,Constituency,Stanstead
3781,Lovell,Henry,4609,1900-11-07,1907-12-04,Liberal Party of Canada,Constituency,Stanstead
11584,Lovett,Lewis Johnstone,58237,1921-12-06,1925-10-28,Liberal Party of Canada,Constituency,Digby and Annapolis
14730,Lovie,William James,48625,1921-12-06,1930-07-27,Progressive,Constituency,Macdonald
425,Lovitt,John,110950,1887-02-22,1887-08-13,Liberal Party of Canada,Constituency,Yarmouth
425,Lovitt,John,121436,1887-12-15,1891-03-04,Liberal Party of Canada,Constituency,Yarmouth
5538,Low,Solon Earl,87483,1945-06-11,1958-03-30,Social Credit Party of Canada,Constituency,Peace River
17069,Low,Thomas Andrew,89891,1908-10-26,1911-12-07,Liberal Party of Canada,Constituency,Renfrew South
17069,Low,Thomas Andrew,105757,1921-12-06,1923-08-14,Liberal Party of Canada,Constituency,Renfrew South
17069,Low,Thomas Andrew,21716,1923-09-06,1925-10-28,Liberal Party of Canada,Constituency,Renfrew South
3054,Lowell,James A.,43202,1892-04-29,1896-06-22,Liberal Party of Canada,Constituency,Welland
16780,Lowther,Eric,25788,1997-06-02,2000-11-26,Canadian Reform Conservative Alliance,Constituency,Calgary Centre
16780,Lowther,Eric,25788,1997-06-02,2000-11-26,Reform Party of Canada,Constituency,Calgary Centre
453,Loy,George di Madeiros,50633,1900-11-07,1902-03-03,Liberal Party of Canada,Constituency,Beauharnois
453,Loy,George di Madeiros,59758,1902-03-26,1904-11-02,Liberal Party of Canada,Constituency,Beauharnois
962,Lucas,William Thomas,15552,1921-12-06,1925-10-28,United Farmers of Alberta,Constituency,Victoria
962,Lucas,William Thomas,21297,1925-10-29,1935-10-13,United Farmers of Alberta,Constituency,Camrose
12311,Luchkovich,Michael,84528,1926-09-14,1935-10-13,United Farmers of Alberta,Constituency,Vegreville
18464,Ludwig,Karen,265591,2015-10-19,,Liberal Party of Canada,Constituency,New Brunswick Southwest
10267,Lukiwski,Tom,51226,2004-06-28,2015-10-18,Conservative Party of Canada,Constituency,Regina--Lumsden--Lake Centre
10267,Lukiwski,Tom,268127,2015-10-19,,Conservative Party of Canada,Constituency,Moose Jaw--Lake Centre--Lanigan
15784,Lumley,Edward C.,56241,1974-07-08,1984-09-03,Liberal Party of Canada,Constituency,Stormont--Dundas
16993,Lundrigan,John Howard,65114,1968-06-25,1974-07-07,Progressive Conservative Party,Constituency,Gander--Twillingate
15491,Lunn,Gary,224,1997-06-02,2011-05-01,Canadian Reform Conservative Alliance,Constituency,Saanich--Gulf Islands
15491,Lunn,Gary,224,1997-06-02,2011-05-01,Reform Party of Canada,Constituency,Saanich--Gulf Islands
15491,Lunn,Gary,224,1997-06-02,2011-05-01,Conservative Party of Canada,Constituency,Saanich--Gulf Islands
2427,Lunney,James,103969,2000-11-27,2015-10-18,Canadian Reform Conservative Alliance,Constituency,Nanaimo--Alberni
2427,Lunney,James,103969,2000-11-27,2015-10-18,Conservative Party of Canada,Constituency,Nanaimo--Alberni
2427,Lunney,James,103969,2000-11-27,2015-10-18,Independent,Constituency,Nanaimo--Alberni
